station_id,n_bins,true_mean,pred_no_imd_mean,pred_imd_mean,true_total,pred_no_imd_total,pred_imd_total,fold
C32066,2386,1.1689019279128248,2.4198333240778735,1.266017544497363,2789,5773.722311249807,3020.7178611707077,3
C32081,2011,1.2133267031327697,2.5820464318854865,1.295397037726096,2440,5192.4953745217135,2605.043442867179,3
C32086,1297,1.1249036237471086,2.5355540022851453,1.507435471279843,1459,3288.613540963833,1955.1438062499562,3
C32089,2827,1.238061549345596,2.5673334483453374,1.2674592442188144,3500,7257.851658472269,3583.107283406588,3
C32100,227,1.1629955947136563,2.6387288819840466,1.2424792707521928,264,598.9914562103786,282.04279446074776,3
C32105,2078,1.185274302213667,2.401679030470681,1.2483828479560424,2463,4990.689025318075,2594.139558052656,3
D32001,8144,1.719670923379175,2.5082833266255493,1.2445897425537957,14005,20427.459412038475,10135.938863358113,3
D32006,14857,4.043279262300599,2.3461625452623394,2.877377905872814,60071,34856.93693496258,42749.2035475524,3
D32007,14074,4.394770498792099,2.390871941095076,2.4925837652068195,61852,33649.131698972094,35080.62391152078,3
D32016,17891,6.770722709742328,2.2576577235810626,4.197051204406541,121135,40391.75433258879,75089.44309803742,3
D32021,13578,3.5508911474443954,2.395764040711773,1.7379600075899708,48214,32529.68414478445,23598.020983056624,3
D32023,10047,2.5553896685577784,2.5328327368853207,1.4954816567893316,25674,25447.37050748682,15025.104205762414,3
D32026,5416,1.6576809453471197,2.6384464118450217,1.5153097515000908,8978,14289.825766552638,8206.917614124492,3
D32037,8218,1.7649063032367973,2.4572696559321017,1.7680898628769224,14504,20193.84203245001,14530.162493122549,3
D32038,8478,2.0779665015333806,2.4912275204610754,2.6578628417600245,17617,21120.626918469,22533.361172441488,3
D32042,11577,2.5573119115487604,2.456109659462108,3.0246232725570503,29606,28434.38152759283,35016.06362639297,3
D32045,11789,3.6024259903299685,2.3513942058995974,2.85500003543511,42469,27720.586293350352,33657.59541774451,3
D32048,10798,2.077792183737729,2.4396234399715944,2.517856580407784,22436,26343.053904813278,27187.815355243252,3
D32052,4095,1.3413919413919413,2.5298233544032502,1.2354806697346292,5493,10359.62663628131,5059.293342563306,3
D32054,8351,1.724943120584361,2.4605030361924554,1.2878074881747497,14405,20547.660855243194,10754.480333747335,3
D32061,7841,1.6528504017344727,2.458928673433932,2.8556739212820506,12960,19280.45972839546,22391.339216772558,3
E32001,6972,1.6356855995410213,2.523656913365917,1.6328507464404751,11404,17594.935999987174,11384.235404182993,3
E32007,8227,1.6298772334994531,2.46713936664421,1.646426479426105,13409,20297.155569381917,13545.150646238566,3
E32009,3629,1.2044640396803528,2.4589669184346343,1.286183923660485,4371,8923.590946999288,4667.5614589639,3
E32011,3550,1.272112676056338,2.5378211108739825,1.3359493113053027,4516,9009.264943602639,4742.620055133824,3
E32015,6629,1.9465982802836024,2.4487966297737347,1.6839066437645895,12904,16233.072858770087,11162.617141515464,3
