city_slug,country,n_stations,M_mean,M_std,I_mean,I_std,T_mean,T_std,D_mean,D_std
world_gb_beryl_weymouth,GB,32,0.15625,0.36890203262847354,3.65625,4.330010616093668,8.265316973615464,4.937496853151309,2.5625,2.3409055319848813
world_gb_beryl_worcester,GB,56,0.16071428571428573,0.3705909636481472,8.875,10.846134627766537,5.523108038208962,4.495605016423782,10.678571428571429,8.699231194572505
world_hr_bajs_zagreb_croatia,HR,201,1.6169154228855722,2.009356224717495,16.00497512437811,18.83255094575289,3.2546986614076947,4.420630193371543,7.7611940298507465,5.279458927500448
world_hr_emobi,HR,26,1.5,1.5033296378372907,2.1538461538461537,2.9757998278420237,2.280246001688055,0.7046256443368083,2.076923076923077,1.8530639907585904
world_ie_beryl_belfast,IE,61,0.14754098360655737,0.40149992004027807,8.819672131147541,9.701388554774537,4.097150694398573,2.776852917215059,10.19672131147541,7.820527842652624
world_ie_dublinbikes,IE,117,1.2393162393162394,1.3998126269290019,11.615384615384615,13.290420554466623,3.041515083246775,1.6610517072717776,24.068376068376068,7.782303638789668
world_it_milan_bikemi,IT,318,4.918238993710692,4.743873423629794,12.424528301886792,15.064916173135941,2.78114669040321,1.0255120156794804,20.534591194968552,10.790684073130173
world_it_verona_bike,IT,40,0.175,0.549475274168981,8.4,7.999358948674799,3.5675928385705147,1.4967593500559382,5.75,3.5282740750568045
world_jp_cyclocity,JP,24,3.7916666666666665,4.0751544827124055,0.20833333333333334,1.0206207261596576,2.926393047909593,1.8990772301477923,10.083333333333334,4.88935548937171
world_jp_docomo_bike_share_service,JP,5907,0.5647536820721178,1.0101065412224035,2.4367699339766378,7.129102315555494,5.002719403800194,7.865154617112667,17.65227695953953,13.10515041120037
world_lt_cyclocity,LT,36,0.05555555555555555,0.2323106841457232,9.083333333333334,7.322665400755969,7.549151978886357,2.3715634287975087,10.0,4.6475800154489
world_lu_vel_oh,LU,146,0.678082191780822,1.174058281504941,12.417808219178083,12.463882634852602,12.730411080453388,11.37865773658186,7.780821917808219,5.676926257543361
world_mc_monabike,MC,59,0.1016949152542373,0.3048411261871976,0.23728813559322035,0.6522899463943576,24.344201853802844,9.709141027009505,28.677966101694917,7.751397377839425
world_mx_ecobici,MX,677,0.2658788774002954,0.6179535347470959,0.6646971935007385,2.092140216333457,2.590484858783684,1.528871944132372,27.893648449039883,10.845358855775528
world_mx_mibici_guadalajara,MX,369,0.01084010840108401,0.10369058757747557,1.8238482384823849,2.8502241213847115,3.624920602383171,1.689708121460316,22.422764227642276,10.377396106296498
world_no_bergen_city_bike,NO,94,1.053191489361702,1.1673609726031182,8.638297872340425,7.63812039006415,0.0,0.0,28.78723404255319,14.909672360639732
world_pl_jask_ka,PL,30,0.0,0.0,6.333333333333333,9.014675136470087,8.310573883573685,2.9517432124196006,5.4,3.0126171460983087
world_pl_koszali_ski_rower_miejski_poland,PL,20,0.1,0.30779350562554625,12.45,11.59616542791534,5.076307190099901,2.1430684621380083,1.4,1.3138933706635725
world_pl_metrorower,PL,944,0.7002118644067796,1.4075090086250521,7.046610169491525,10.21829338882,6.5879735868348055,3.9263415061672866,4.936440677966102,4.6829700313594556
world_pl_mevo,PL,821,0.7442143727161997,1.3934887864244672,10.02801461632156,12.972689684055904,7.467805451425055,6.343713510842166,11.495736906211937,10.465462074749222
world_pl_veturilo_3_0,PL,344,1.941860465116279,2.293886671591669,17.953488372093023,16.073197708881256,3.1405586075684044,2.7048658894209274,6.406976744186046,5.67974849970188
world_pl_wrm_nextbike_poland,PL,263,1.7946768060836502,2.148061923859459,22.03802281368821,21.967847755460962,2.005039007887794,0.9451610099740841,4.813688212927756,4.030357475874046
world_pt_bora,PT,39,0.0,0.0,1.7692307692307692,3.5426836279082825,67.26455767671123,58.22076224475683,1.4871794871794872,1.6681504865820531
world_ro_buzau_velocity,RO,49,0.04081632653061224,0.199914947901746,0.8367346938775511,1.7835701413119673,1.9777554966436819,0.5890613398183003,10.204081632653061,6.592228985191373
world_ro_sibiu_bikecity,RO,57,0.05263157894736842,0.2252817784447915,0.9649122807017544,2.2437604936539475,6.440710156842865,3.877138586145175,6.947368421052632,4.944047837810268
world_ro_slobozia_bike_city,RO,21,0.14285714285714285,0.3585685828003181,0.0,0.0,1.1778147283987095,0.32770427041072747,13.714285714285714,4.232527107330291
